id,family_name,given_name,birthdate,gender,phone,registration_date,area_id,area_id/id,bank_ids,bank_ids/id,bank_ids/acc_number,bank_ids/bank_id/name,bank_ids/bank_id/id,reg_ids/id,reg_ids/value,reg_ids/id_type/name,reg_ids/id_type/id,z_cst_indv_disability_level,z_cst_indv_cyclone_aug_2022_injured,z_cst_indv_cyclone_aug_2022_lost_primary_source_income,z_cst_indv_cyclone_aug_2022_lost_livestock,z_cst_indv_receive_government_benefits,individual_membership_ids/id,individual_membership_ids/kind/id,individual_membership_ids/kind/name,individual_membership_ids/group/id
__export__.res_partner_439_b12fe1d5,Sinaga,Farhunnisa,2022-04-23,Female,+62 (54) 355-9281,2022-08-30,,,538006051 - slcb,__export__.res_partner_bank_331_16f8fddf,538006051,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,TRUE,FALSE,FALSE,__export__.g2p_group_membership_307_87aedc31,,,__export__.res_partner_433_fcd5f51a
__export__.res_partner_711_6fc2e1a4,Narpati,Fitria,1985-03-11,Female,(0625) 941 7673,2022-09-09,,,223096916 - slcb,__export__.res_partner_bank_556_836371b5,223096916,slcb,__export__.res_bank_5_097dd3b8,,,,,38,TRUE,FALSE,TRUE,FALSE,__export__.g2p_group_membership_522_3810df8a,,,__export__.res_partner_708_0681485d
__export__.res_partner_181_aa946520,Saputra,Fitria,2022-03-06,Female,+62-98-689-5898,2022-08-31,,,950514059 - slcb,__export__.res_partner_bank_120_47dfec91,950514059,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,TRUE,TRUE,FALSE,__export__.g2p_group_membership_106_2eeb079c,,,__export__.res_partner_178_faf4dbe6
__export__.res_partner_102_a7254101,Tarihoran,Fitria,1966-09-14,Female,+62-983-873-9755,2022-09-01,,,405324268 - slcb,__export__.res_partner_bank_52_619f8f0c,405324268,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,TRUE,FALSE,__export__.g2p_group_membership_42_8389d324,g2p_registry_membership.group_membership_kind_head,,__export__.res_partner_101_760a9b64
__export__.res_partner_167_6b99a0c2,Rahmawati,Fitriani,1953-12-07,Female,+62 (73) 582-9053,2022-08-30,,,250911881 - slcb,__export__.res_partner_bank_108_76d4b2ef,250911881,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,FALSE,TRUE,__export__.g2p_group_membership_94_cb9b55a7,g2p_registry_membership.group_membership_kind_head,,__export__.res_partner_166_fb7f0e51
__export__.res_partner_625_38b4ea35,Laksmiwati,Gaduh,2015-07-17,Male,,2022-08-30,,,,,,,,,,,,0,FALSE,FALSE,FALSE,FALSE,__export__.g2p_group_membership_453_d31b7d39,,,__export__.res_partner_619_9fa0d7a0
__export__.res_partner_243_4ceae028,Setiawan,Gaduh,1994-11-04,Male,+62-096-109-3189,2022-09-12,,,797482441 - slcb,__export__.res_partner_bank_167_9e1565d3,797482441,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,FALSE,FALSE,__export__.g2p_group_membership_152_e3ad9d70,g2p_registry_membership.group_membership_kind_head,,__export__.res_partner_242_5fbcdd03
__export__.res_partner_580_224413a7,Santoso,Galak,1988-07-08,Male,(024) 407-0484,2022-09-09,,,719965429 - slcb,__export__.res_partner_bank_449_63668170,719965429,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,FALSE,FALSE,__export__.g2p_group_membership_417_d2852b2f,g2p_registry_membership.group_membership_kind_head,,__export__.res_partner_579_d8f28232
__export__.res_partner_437_257552d2,Sinaga,Galak,1957-01-15,Male,+62-0776-429-8335,2022-08-30,,,677510739 - slcb,__export__.res_partner_bank_329_91297862,677510739,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,FALSE,FALSE,__export__.g2p_group_membership_305_d2e8abad,,,__export__.res_partner_433_fcd5f51a
__export__.res_partner_362_262d9d24,Hutapea,Galar,2008-10-05,Male,,2022-09-14,,,,,,,,,,,,0,FALSE,FALSE,FALSE,FALSE,__export__.g2p_group_membership_246_467d6420,,,__export__.res_partner_360_2b7616eb
__export__.res_partner_521_0c19a6bf,Aryani,Galih,2004-03-08,Male,(0630) 233 0363,2022-09-08,,,116066689 - slcb,__export__.res_partner_bank_401_b47bb431,116066689,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,TRUE,FALSE,__export__.g2p_group_membership_372_1f4afd5c,g2p_registry_membership.group_membership_kind_head,,__export__.res_partner_520_276b92f0
__export__.res_partner_691_8670c913,Wacana,Galih,1971-11-23,Male,+62 (0513) 439-5437,2022-08-23,,,696233469 - slcb,__export__.res_partner_bank_538_6c6623ed,696233469,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,TRUE,FALSE,__export__.g2p_group_membership_507_fc007d09,g2p_registry_membership.group_membership_kind_head,,__export__.res_partner_690_e751785d
__export__.res_partner_191_72609777,Tamba,Galiono,2010-11-23,Male,,2022-08-31,,,,,,,,,,,,0,TRUE,FALSE,FALSE,FALSE,__export__.g2p_group_membership_113_35606a71,,,__export__.res_partner_189_efa95a23
__export__.res_partner_752_a76588a7,Januar,Galuh,1971-11-05,Male,+62 (082) 088-6472,2022-08-26,,,216105334 - slcb,__export__.res_partner_bank_593_dbd3a4c9,216105334,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,TRUE,FALSE,FALSE,__export__.g2p_group_membership_553_36c5f230,,,__export__.res_partner_750_4db345fb
__export__.res_partner_276_045151d3,Safitri,Galuh,1997-11-18,Male,+62 (0927) 887-3419,2022-09-14,,,529161266 - slcb,__export__.res_partner_bank_195_e2689c2d,529161266,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,FALSE,FALSE,__export__.g2p_group_membership_179_0835460a,g2p_registry_membership.group_membership_kind_principal,,__export__.res_partner_272_8b15b4c4
__export__.res_partner_361_75248799,Hutapea,Gambira,1975-03-22,Male,(0386) 810 7701,2022-09-14,,,365088163 - slcb,__export__.res_partner_bank_266_34e08b35,365088163,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,FALSE,FALSE,__export__.g2p_group_membership_245_6b6ae04c,g2p_registry_membership.group_membership_kind_head,,__export__.res_partner_360_2b7616eb
__export__.res_partner_558_edca0a3c,Permadi,Gambira,1925-03-12,Male,(043) 027 7516,2022-08-24,,,252126012 - slcb,__export__.res_partner_bank_433_59a7de65,252126012,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,FALSE,FALSE,__export__.g2p_group_membership_400_6226b00c,g2p_registry_membership.group_membership_kind_head,,__export__.res_partner_557_ef291302
__export__.res_partner_237_6a0e3561,Waluyo,Gambira,1988-05-28,Male,+62 (0016) 199-5444,2022-09-02,,,704079399 - slcb,__export__.res_partner_bank_164_43f27c65,704079399,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,FALSE,FALSE,__export__.g2p_group_membership_147_a73926f6,,,__export__.res_partner_235_ffc544a2
__export__.res_partner_404_ada44c7f,Yuniar,Gandewa,1932-08-26,Male,(014) 100-9342,2022-08-21,,,295361699 - slcb,__export__.res_partner_bank_302_3fccb908,295361699,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,FALSE,FALSE,__export__.g2p_group_membership_279_721d1c7e,g2p_registry_membership.group_membership_kind_head,,__export__.res_partner_403_d91aed46
__export__.res_partner_600_a6e9a57b,Safitri,Ganep,1987-05-08,Male,+62 (014) 628 3856,2022-09-04,,,669242775 - slcb,__export__.res_partner_bank_465_95fbb12b,669242775,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,FALSE,FALSE,__export__.g2p_group_membership_432_ffb3a82a,g2p_registry_membership.group_membership_kind_head,,__export__.res_partner_599_7a0ca78d
__export__.res_partner_509_3a27e032,Novitasari,Gara,1931-01-02,Male,(0207) 013-3270,2022-08-27,,,963762477 - slcb,__export__.res_partner_bank_392_8542b38c,963762477,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,FALSE,FALSE,__export__.g2p_group_membership_362_dbc378b1,,,__export__.res_partner_507_8deab40f
__export__.res_partner_275_9524424a,Safitri,Garan,2022-04-16,Male,+62-0239-688-6466,2022-09-14,,,831132934 - slcb,__export__.res_partner_bank_194_77af3af7,831132934,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,FALSE,FALSE,__export__.g2p_group_membership_178_46731f3e,,,__export__.res_partner_272_8b15b4c4
__export__.res_partner_296_646f37f1,Namaga,Gasti,1979-01-01,Female,+62-11-872-8957,2022-08-24,,,971118127 - slcb,__export__.res_partner_bank_210_513728c7,971118127,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,FALSE,FALSE,__export__.g2p_group_membership_194_30b5a72a,g2p_registry_membership.group_membership_kind_head,,__export__.res_partner_295_d4d2901e
__export__.res_partner_105_60e652ea,Tarihoran,Genta,2022-04-02,Female,+62 (0770) 012-9282,2022-09-01,,,692595516 - slcb,__export__.res_partner_bank_55_52adabd2,692595516,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,TRUE,TRUE,FALSE,__export__.g2p_group_membership_45_b2a03055,g2p_registry_membership.group_membership_kind_principal,,__export__.res_partner_101_760a9b64
__export__.res_partner_393_9e72f663,Najmudin,Gilang,1981-12-26,Male,(0751) 717 6108,2022-08-23,,,593314611 - slcb,__export__.res_partner_bank_293_534ae8f9,593314611,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,FALSE,FALSE,__export__.g2p_group_membership_271_96ad3d17,,,__export__.res_partner_388_5f8dffcc
__export__.res_partner_697_882a3664,Mangunsong,Gilda,1927-04-18,Female,+62 (90) 915 2415,2022-08-31,,,785491584 - slcb,__export__.res_partner_bank_544_e1be6a87,785491584,slcb,__export__.res_bank_5_097dd3b8,,,,,10,FALSE,FALSE,FALSE,FALSE,__export__.g2p_group_membership_511_7ca21be9,g2p_registry_membership.group_membership_kind_head,,__export__.res_partner_696_eba6c164
__export__.res_partner_637_75bf474f,Mayasari,Gilda,2013-11-14,Female,,2022-08-28,,,,,,,,,,,,0,FALSE,FALSE,FALSE,FALSE,__export__.g2p_group_membership_463_a4cfc8db,,,__export__.res_partner_634_124da1e4
__export__.res_partner_513_50fa6b66,Novitasari,Gilda,1962-11-29,Female,+62 (0584) 909 7854,2022-08-27,,,905067826 - slcb,__export__.res_partner_bank_395_e84a9a82,905067826,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,FALSE,FALSE,__export__.g2p_group_membership_366_1b8793b1,,,__export__.res_partner_507_8deab40f
__export__.res_partner_344_ebb345e4,Zulaika,Gilda,1934-05-02,Female,+62-084-846-2850,2022-08-25,,,260227534 - slcb,__export__.res_partner_bank_252_34365f89,260227534,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,TRUE,FALSE,FALSE,__export__.g2p_group_membership_232_ed4f82da,,,__export__.res_partner_341_49e435f5
__export__.res_partner_670_8152f586,Mandala,Hadi,2021-10-21,Male,+62 (062) 251 0494,2022-08-25,,,338440609 - slcb,__export__.res_partner_bank_522_7671f921,338440609,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,FALSE,FALSE,__export__.g2p_group_membership_490_788b94d8,,,__export__.res_partner_667_76d17869
__export__.res_partner_707_6bf70a57,Situmorang,Hadi,1997-04-24,Male,(009) 393 1481,2022-09-01,,,804361413 - slcb,__export__.res_partner_bank_553_5ce1ab42,804361413,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,FALSE,FALSE,__export__.g2p_group_membership_519_4529a58b,,,__export__.res_partner_703_ed4b0975
__export__.res_partner_146_7acc0bc2,Nasyidah,Hafshah,1960-01-19,Female,(044) 948 6973,2022-08-29,,,722185296 - slcb,__export__.res_partner_bank_91_d1916c03,722185296,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,FALSE,FALSE,__export__.g2p_group_membership_78_14912b5a,g2p_registry_membership.group_membership_kind_head,,__export__.res_partner_145_f858bf96
__export__.res_partner_604_53044074,Putra,Hafshah,1990-08-10,Female,+62 (604) 515 7036,2022-09-06,,,36450701 - slcb,__export__.res_partner_bank_468_fdec172d,36450701,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,FALSE,FALSE,__export__.g2p_group_membership_435_0b0009b6,g2p_registry_membership.group_membership_kind_head,,__export__.res_partner_603_888347b7
__export__.res_partner_348_8181a5be,Putra,Hafshah,2022-05-18,Female,+62 (053) 783 7711,2022-09-06,,,38377965 - slcb,__export__.res_partner_bank_255_154e603d,38377965,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,FALSE,FALSE,__export__.g2p_group_membership_235_754463ac,,,__export__.res_partner_346_987cd005
__export__.res_partner_144_ede11b5c,Siregar,Hafshah,2015-09-23,Female,,2022-09-12,,,,,,,,,,,,0,FALSE,FALSE,FALSE,FALSE,__export__.g2p_group_membership_77_a6116be0,,,__export__.res_partner_140_35a7a570
__export__.res_partner_712_49050538,Narpati,Hairyanto,1963-09-07,Male,+62-092-193-5416,2022-09-09,,,524792819 - slcb,__export__.res_partner_bank_557_1660ab19,524792819,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,FALSE,FALSE,__export__.g2p_group_membership_523_f7b7ab0e,,,__export__.res_partner_708_0681485d
__export__.res_partner_526_13a24442,Irawan,Hamima,2022-04-16,Female,+62 (0455) 091-7273,2022-09-09,,,457490858 - slcb,__export__.res_partner_bank_406_b520b85c,457490858,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,FALSE,FALSE,__export__.g2p_group_membership_376_c6ea6405,,,__export__.res_partner_524_d130ad7c
__export__.res_partner_683_777daf31,Maryadi,Hamima,2021-11-04,Other,+62 (074) 517 1704,2022-08-31,,,780340682 - slcb,__export__.res_partner_bank_532_b1d182aa,780340682,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,FALSE,FALSE,__export__.g2p_group_membership_501_630fdddd,,,__export__.res_partner_678_25ee2085
__export__.res_partner_428_eb365221,Novitasari,Hamima,1940-10-26,Female,+62 (244) 005 5834,2022-09-01,,,433842227 - slcb,__export__.res_partner_bank_321_35d890e1,433842227,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,FALSE,FALSE,__export__.g2p_group_membership_298_e2559a68,,,__export__.res_partner_422_c70ebb2d
__export__.res_partner_210_9a3795e4,Nurdiyanti,Hamima,1961-09-13,Female,+62 (392) 413-9124,2022-08-26,,,818330298 - slcb,__export__.res_partner_bank_144_4168f080,818330298,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,FALSE,FALSE,__export__.g2p_group_membership_126_4f4bb528,g2p_registry_membership.group_membership_kind_head,,__export__.res_partner_209_4abe432f
__export__.res_partner_591_91c0d05f,Napitupulu,Hana,1948-01-31,Female,+62 (186) 480-5652,2022-09-01,,,500255407 - slcb,__export__.res_partner_bank_456_720fcfa4,500255407,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,FALSE,FALSE,__export__.g2p_group_membership_426_7eb12415,,,__export__.res_partner_588_aa8de8e4
__export__.res_partner_456_f8786893,Pertiwi,Hana,1988-12-09,Female,(015) 368 9908,2022-08-20,,,704217844 - slcb,__export__.res_partner_bank_347_694f462a,704217844,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,TRUE,FALSE,FALSE,__export__.g2p_group_membership_320_a23ba85c,g2p_registry_membership.group_membership_kind_head,,__export__.res_partner_455_3be009db
__export__.res_partner_693_45ec1988,Salahudin,Harimurti,1968-05-10,Male,(0200) 380-6949,2022-08-23,,,67927619 - slcb,__export__.res_partner_bank_540_bfadf9dc,67927619,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,FALSE,FALSE,__export__.g2p_group_membership_508_d039f3bd,g2p_registry_membership.group_membership_kind_head,,__export__.res_partner_692_320f2f1b
__export__.res_partner_694_24e12089,Salahudin,Harjasa,2022-01-26,Male,0890484231,2022-08-23,,,111318013 - slcb,__export__.res_partner_bank_541_4450fe55,111318013,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,FALSE,FALSE,__export__.g2p_group_membership_509_25bc61c9,,,__export__.res_partner_692_320f2f1b
__export__.res_partner_373_cc9e1a40,Waskita,Harjo,1927-01-25,Male,+62 (165) 743 3946,2022-09-10,,,146527784 - slcb,__export__.res_partner_bank_276_cdd66914,146527784,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,FALSE,TRUE,__export__.g2p_group_membership_255_81363758,,,__export__.res_partner_369_0e9bc81d
__export__.res_partner_679_ea734e52,Maryadi,Harsanto,1938-01-06,Male,+62 (0281) 638-5009,2022-08-31,,,38887725 - slcb,__export__.res_partner_bank_529_ce9b7862,38887725,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,TRUE,FALSE,FALSE,__export__.g2p_group_membership_497_39909a9e,g2p_registry_membership.group_membership_kind_head,,__export__.res_partner_678_25ee2085
__export__.res_partner_390_6928d437,Najmudin,Harsanto,2021-12-25,Male,+62-24-570-8476,2022-08-23,,,752402535 - slcb,__export__.res_partner_bank_291_ef439e66,752402535,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,FALSE,FALSE,__export__.g2p_group_membership_268_63b9cd2a,,,__export__.res_partner_388_5f8dffcc
__export__.res_partner_586_020f007f,Hasanah,Hartaka,2016-04-30,Male,,2022-09-14,,,,,,,,,,,,0,FALSE,FALSE,TRUE,FALSE,__export__.g2p_group_membership_422_aa6be024,,,__export__.res_partner_584_1edc574f
__export__.res_partner_227_eac10d0c,Latupono,Harto,2009-04-15,Male,,2022-09-03,,,,,,,,,,,,0,TRUE,FALSE,TRUE,FALSE,__export__.g2p_group_membership_140_81b728d5,,,__export__.res_partner_225_5c43a928
__export__.res_partner_318_eb2392b6,Prabowo,Hasta,2019-03-02,Male,,2022-08-24,,,,,,,,,,,,0,FALSE,TRUE,FALSE,FALSE,__export__.g2p_group_membership_211_e9a205a1,,,__export__.res_partner_313_a57cd737
__export__.res_partner_570_714f8a04,Uwais,Heru,2008-01-02,Male,,2022-08-24,,,,,,,,,,,,0,FALSE,FALSE,FALSE,FALSE,__export__.g2p_group_membership_410_9094f0f2,,,__export__.res_partner_566_48b2a894
__export__.res_partner_582_205df70c,Hasanah,Hesti,2021-12-02,Female,+62 (0805) 707 4469,2022-09-09,,,308951169 - slcb,__export__.res_partner_bank_450_a1823fb9,308951169,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,FALSE,FALSE,__export__.g2p_group_membership_419_cdda6f67,g2p_registry_membership.group_membership_kind_principal,,__export__.res_partner_579_d8f28232
__export__.res_partner_203_ed1e8182,Kusmawati,Hesti,1934-03-15,Female,+62 (684) 235-3595,2022-09-14,,,659442810 - slcb,__export__.res_partner_bank_138_06b255a4,659442810,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,TRUE,FALSE,FALSE,__export__.g2p_group_membership_121_fad187d0,,,__export__.res_partner_201_243350e8
__export__.res_partner_568_423a2b96,Hartati,Hilda,1969-12-27,Female,+62 (63) 031-2334,2022-08-24,,,421020560 - slcb,__export__.res_partner_bank_440_9cc7e180,421020560,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,TRUE,FALSE,__export__.g2p_group_membership_408_9c730044,,,__export__.res_partner_566_48b2a894
__export__.res_partner_73_8244ea36,Wijayanti,Hilda,2022-09-01,Female,+62 (092) 141-2250,2022-09-02,,,429596071 - slcb,__export__.res_partner_bank_26_ded3be48,429596071,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,TRUE,FALSE,__export__.g2p_group_membership_20_961438b5,,,__export__.res_partner_69_a9ba2e4d
__export__.res_partner_262_68f26eb9,Zulaika,Himawan,2021-12-14,Male,(050) 353 3908,2022-09-14,,,65861113 - slcb,__export__.res_partner_bank_183_7f54f11d,65861113,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,TRUE,FALSE,FALSE,__export__.g2p_group_membership_168_2325dcf0,,,__export__.res_partner_260_c375cb6b
__export__.res_partner_57_be2cc05d,Hakim,Humaira,1945-07-14,Female,+62 (098) 227-5427,2022-09-04,,,484019985 - slcb,__export__.res_partner_bank_11_06cb1c32,484019985,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,FALSE,FALSE,__export__.g2p_group_membership_7_b6b96f11,,,__export__.res_partner_54_6f283298
__export__.res_partner_742_1ad2f782,Andriani,Ian,1976-09-06,Male,(070) 737-8978,2022-09-13,,,664801314 - slcb,__export__.res_partner_bank_583_87c7a94d,664801314,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,TRUE,FALSE,FALSE,__export__.g2p_group_membership_546_59a75dd5,g2p_registry_membership.group_membership_kind_head,,__export__.res_partner_741_1300e654
__export__.res_partner_298_325dc4e6,Usamah,Ian,1952-03-23,Male,+62 (881) 045-2199,2022-09-11,,,873520642 - slcb,__export__.res_partner_bank_212_86fa6490,873520642,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,FALSE,FALSE,__export__.g2p_group_membership_195_77ace66b,g2p_registry_membership.group_membership_kind_head,,__export__.res_partner_297_cd360f1f
__export__.res_partner_530_34dfd19c,Waluyo,Ibrahim,1987-12-02,Male,(0914) 910-4722,2022-09-05,,,246557128 - slcb,__export__.res_partner_bank_410_3717b527,246557128,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,FALSE,FALSE,__export__.g2p_group_membership_379_7dc62bb1,,,__export__.res_partner_528_6e1b18a6
__export__.res_partner_618_d3bd83bb,Hastuti,Ifa,2018-05-23,Female,,2022-09-02,,,,,,,,,,,,0,FALSE,FALSE,FALSE,FALSE,__export__.g2p_group_membership_447_580c5a53,g2p_registry_membership.group_membership_kind_principal,,__export__.res_partner_614_7af56eea
__export__.res_partner_391_ce4d7637,Najmudin,Ifa,2022-08-21,Female,,2022-08-23,,,,,,,,,,,,0,FALSE,TRUE,FALSE,FALSE,__export__.g2p_group_membership_269_0fad7539,,,__export__.res_partner_388_5f8dffcc
__export__.res_partner_427_b6c5e9dc,Novitasari,Ifa,1944-12-24,Female,+62-77-512-0417,2022-09-01,,,939801851 - slcb,__export__.res_partner_bank_320_1a6bc34e,939801851,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,TRUE,FALSE,FALSE,__export__.g2p_group_membership_297_6155440a,,,__export__.res_partner_422_c70ebb2d
__export__.res_partner_124_9c933b66,Oktaviani,Ifa,1979-05-02,Female,(027) 147 5084,2022-09-13,,,985016388 - slcb,__export__.res_partner_bank_73_d050b33f,985016388,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,FALSE,FALSE,__export__.g2p_group_membership_60_ed5c1f18,,,__export__.res_partner_121_728eca66
__export__.res_partner_143_63d5a25c,Purnawati,Ihsan,2022-04-07,Male,+62 (0909) 966-3340,2022-09-12,,,458608099 - slcb,__export__.res_partner_bank_89_1b020d74,458608099,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,FALSE,FALSE,__export__.g2p_group_membership_76_6b41f88d,,,__export__.res_partner_140_35a7a570
__export__.res_partner_353_3f92802a,Budiyanto,Ika,1964-07-14,Female,(0431) 345-4841,2022-08-28,,,178353862 - slcb,__export__.res_partner_bank_259_346410c2,178353862,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,FALSE,FALSE,__export__.g2p_group_membership_239_315cceec,,,__export__.res_partner_351_2d44c8b8
__export__.res_partner_125_74fd1a31,Nasyidah,Ika,2017-06-16,Female,,2022-09-13,,,,,,,,,,,,0,FALSE,FALSE,FALSE,FALSE,__export__.g2p_group_membership_61_f19c28e8,,,__export__.res_partner_121_728eca66
__export__.res_partner_477_a533a9cb,Suartini,Ika,2020-11-15,Female,,2022-09-12,,,,,,,,,,,,0,FALSE,TRUE,FALSE,FALSE,__export__.g2p_group_membership_336_b5d0422f,,,__export__.res_partner_475_1328357d
__export__.res_partner_255_e9e33153,Gunawan,Ikin,2011-02-17,Male,,2022-08-26,,,,,,,,,,,,0,FALSE,TRUE,FALSE,FALSE,__export__.g2p_group_membership_162_d0f6c350,,,__export__.res_partner_252_09706667
__export__.res_partner_605_a93d1008,Putra,Ilsa,2015-08-22,Female,,2022-09-06,,,,,,,,,,,,0,FALSE,FALSE,FALSE,FALSE,__export__.g2p_group_membership_436_d2e157be,,,__export__.res_partner_603_888347b7
__export__.res_partner_372_cdfaaa40,Waskita,Ilsa,2021-10-26,Female,(0133) 799-5777,2022-09-10,,,144904883 - slcb,__export__.res_partner_bank_275_8378a4cc,144904883,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,FALSE,FALSE,__export__.g2p_group_membership_254_22e774d4,g2p_registry_membership.group_membership_kind_principal,,__export__.res_partner_369_0e9bc81d
__export__.res_partner_523_006d2eea,Nasyidah,Ilyas,2022-05-31,Male,+62 (034) 793-1410,2022-09-08,,,689931867 - slcb,__export__.res_partner_bank_403_be4953cc,689931867,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,FALSE,FALSE,__export__.g2p_group_membership_374_c0bffa3f,g2p_registry_membership.group_membership_kind_principal,,__export__.res_partner_520_276b92f0
__export__.res_partner_315_e170dc87,Prabowo,Ilyas,2002-12-13,Male,+62 (0294) 769 4867,2022-08-24,,,253968834 - slcb,__export__.res_partner_bank_227_004e8188,253968834,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,FALSE,FALSE,__export__.g2p_group_membership_208_25bf56d2,,,__export__.res_partner_313_a57cd737
__export__.res_partner_224_9fccc12a,Puspita,Imam,2017-09-24,Male,,2022-08-22,,,,,,,,,,,,0,FALSE,FALSE,FALSE,FALSE,__export__.g2p_group_membership_138_792239f5,,,__export__.res_partner_221_6297a0a7
__export__.res_partner_560_1cb1f616,Winarsih,Ina,1979-09-19,Female,+62 (078) 933 4732,2022-09-03,,,734445800 - slcb,__export__.res_partner_bank_435_9eff63bb,734445800,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,FALSE,FALSE,__export__.g2p_group_membership_401_43921cdb,g2p_registry_membership.group_membership_kind_head,,__export__.res_partner_559_0ae5a181
__export__.res_partner_592_c0bbda4f,Napitupulu,Indah,1976-09-14,Female,+62 (174) 760 2360,2022-09-01,,,233540518 - slcb,__export__.res_partner_bank_457_b176f477,233540518,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,FALSE,FALSE,__export__.g2p_group_membership_427_928bc521,,,__export__.res_partner_588_aa8de8e4
__export__.res_partner_182_4a9846bf,Saputra,Indah,2002-12-11,Female,(023) 923 1377,2022-08-31,,,59734023 - slcb,__export__.res_partner_bank_121_73cf99ab,59734023,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,FALSE,FALSE,__export__.g2p_group_membership_107_adff3951,,,__export__.res_partner_178_faf4dbe6
__export__.res_partner_312_fb1a0590,Sihombing,Indra,2022-02-18,Male,+62 (29) 478 1787,2022-08-31,,,240375799 - slcb,__export__.res_partner_bank_224_2c4368c0,240375799,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,TRUE,TRUE,__export__.g2p_group_membership_206_59a341ee,,,__export__.res_partner_306_4b37657b
